STATION_ID;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
5720;176.0;51.2333;7.0667;19610101;19770331;Wuppertal-Vohwinkel
1033;96.0;51.5715;7.4631;19881027;20061231;Dortmund-Brechten
3610;203.0;51.8027;9.1115;18910601;;Nieheim
3692;88.0;51.5198;6.8852;19640713;20160701;Oberhausen-Klosterhardt
1070;135.0;50.8102;6.4824;19911201;19951231;Düren
326;120.0;51.7204;8.0577;19810203;20130708;Beckum-Unterberg
1283;500.0;51.0148;8.2824;18910101;;Erndtebrück-Birkelbach
2505;60.0;51.5854;7.6536;18910901;;Kamen
2473;76.0;50.9316;6.3431;18910101;;Jülich (Kläranlage)
4443;220.0;51.95;9.15;19711001;19861231;Schieder-Kamerun
4198;80.0;51.8261;8.4354;19951218;20061231;Rietberg
5526;107.0;51.3843;7.3781;19940204;20001231;Wetter/Ruhr
3201;377.0;51.3742;8.7232;19270101;;Marsberg-Helminghausen
2127;350.0;51.3368;7.7752;19710211;20010131;Hemer-Heppingsen
3202;373.0;51.405;8.862;19370101;;Marsberg-Leitmar
2420;135.0;51.4434;7.6317;19921203;20061231;Iserlohn-Rheinen
1031;33.0;51.6706;6.9843;19280101;20101031;Dorsten-Hervest
5479;77.0;51.5787;7.8516;19930210;20031231;Werl-Hilbeck
1083;23.0;51.4833;6.7333;19790601;19871231;Duisburg-Beeck
4400;171.0;51.5439;8.1808;19370601;;Sassendorf, Bad-Beusingsen
3405;57.0;51.9833;7.6667;19510101;20070630;Münster (Schleuse)
3754;81.0;51.0323;7.1028;19690408;19921231;Odenthal-Osenau
3762;95.0;51.8167;8.15;19760211;20061231;Oelde
5626;117.0;51.409;7.3584;19780808;20060630;Witten-Gedern
3339;535.0;50.5202;6.2083;18910101;;Monschau-Kalterherberg
5733;20.0;51.697;6.3974;18920601;;Xanten
