name;east;north;up;value;dist_1;value_1;dist_2;value_2;dist_3;value_3;dist_4;value_4;dist_5;value_5;dist_6;value_6;dist_7;value_7;dist_8;value_8;dist_9;value_9;dist_10;value_10;dist_11;value_11;dist_12;value_12;dist_13;value_13;dist_14;value_14;dist_15;value_15;dist_16;value_16;dist_17;value_17;dist_18;value_18;dist_19;value_19;dist_20;value_20;dist_21;value_21;dist_22;value_22;dist_23;value_23;dist_24;value_24;dist_25;value_25;dist_26;value_26;dist_27;value_27;dist_28;value_28;dist_29;value_29;dist_30;value_30;dist_31;value_31;dist_32;value_32;dist_33;value_33;dist_34;value_34;dist_35;value_35;dist_36;value_36;dist_37;value_37;dist_38;value_38;dist_39;value_39;dist_40;value_40;dist_41;value_41;dist_42;value_42;dist_43;value_43;dist_44;value_44;dist_45;value_45;dist_46;value_46;dist_47;value_47;dist_48;value_48;dist_49;value_49;dist_50;value_50;unix;doy
Pulheim;32345019.42;5651278.92;61;19.6;13068.397834167925;25.7;14365.716387193752;18.7;19417.389682996003;12.1;22566.258286195472;30.9;26781.765289182807;32.9;29376.966850185323;16.7;31179.091634627675;9.9;32221.21233194132;8.7;32771.810828589616;43.7;33703.112452072775;31.5;33832.855189593196;27.0;33926.9537338821;23.7;34003.45796144937;37.2;34094.352227783435;22.9;36924.19796504389;10.2;38972.284188392936;10.9;40222.21476782795;14.8;41085.610056802274;17.2;41123.333895864846;43.1;42315.297860245184;7.9;43602.18203329689;37.3;43831.55687747599;11.5;43985.655535997146;26.2;45957.92923781731;17.2;46434.90139548772;25.3;47442.98747908774;29.9;48199.949220018614;32.3;48393.86204596573;7.0;48542.02368797296;26.7;49403.473508248535;11.0;51170.39329633093;15.6;51782.53122682954;12.4;53597.33407505068;14.8;53973.81799960455;38.2;55239.71596459324;36.1;57715.461871502615;16.4;57770.528051560446;17.1;57808.73340200537;14.8;59717.27579941966;34.8;62292.73008554069;26.6;63471.685846529865;25.6;63603.92372113923;35.1;65000.21504998276;14.6;65879.37355980267;23.5;66466.7522618447;27.9;66609.77648940957;18.0;66717.26843873462;29.7;67592.35235529701;8.8;67708.37335292304;25.6;67729.4878271999;13.5;1504828800;251
Rahden-Kleinendorf;32472174.76;5810735.42;41;12.3;11876.756484852505;7.7;29913.056799036112;6.0;33260.087736212205;12.5;39593.41974662381;17.4;42670.833854406614;14.2;49778.774711562735;20.9;51996.62018498148;14.9;52122.14556764931;19.2;53736.58590069874;27.0;56359.348111078594;22.1;56689.96452949058;11.1;57185.252608899675;27.1;58486.75678986294;10.6;61024.53929807816;15.4;68400.335332606;14.5;70086.84665611241;12.5;70127.81119171923;19.8;73718.02769384961;24.2;75415.4888672741;13.5;76441.16777889438;13.7;79519.19533366537;10.1;79775.2630355349;21.6;79955.1910771099;11.3;81898.76829122125;12.4;87314.97846507771;17.4;91365.9522765984;11.8;91617.36119100207;4.2;92758.49294488457;11.9;92877.99445670276;5.7;94825.31225644585;3.5;95615.79357867896;18.4;100309.24948238858;4.3;101303.43800741996;1.8;104217.11302080665;10.4;105361.77126143547;18.5;106152.58639818977;3.7;107170.3013789543;1.9;108099.72919150065;22.6;110729.36702578381;1.5;111718.58567880356;20.9;112055.5641491054;14.8;114866.05635987839;5.7;114982.56193241329;7.3;115325.0030595722;34.5;117127.52243387606;12.2;117986.34411230205;20.2;119567.58310690205;6.0;119673.12293345467;14.1;123404.20043879015;13.3;124582.45975399947;13.8;1504828800;251
Reichshof-Eckenhagen;32408467.95;5649589.12;350;25.6;11996.009215171978;34.8;12170.537065014323;27.7;14048.49802822396;27.9;18901.022670746253;23.8;19066.36374670826;24.6;19504.725283308373;25.3;22955.466890421205;17.1;26074.85897726304;10.6;27100.63368381561;32.3;27226.53415155591;21.1;27962.260627532265;26.2;28560.839444543588;23.5;28570.809436460568;13.4;28709.77028230832;37.3;29656.280609213067;22.9;32874.153844794586;36.1;35226.01183366742;14.8;36210.14244766492;12.4;37420.33102767888;23.3;39827.14142876036;43.7;39878.19030443623;11.2;39975.92521734435;7.3;40349.23764209803;16.7;41249.76820970088;22.4;45301.507599992714;30.9;45395.49420780925;14.8;45404.265828366144;32.9;45439.511945620114;38.2;47020.02326267447;10.4;47211.66245484083;17.0;48667.877117526434;10.5;48920.30221654907;37.2;49974.06062987531;13.3;50409.09740980495;25.7;50779.215251661335;7.0;51714.644535995496;12.8;55804.72258251551;10.7;56155.1466883425;12.2;59437.92913496746;17.9;59609.050503555125;10.9;60837.912634777625;18.7;61460.62859919497;14.8;61926.231118588614;35.1;62553.15391569301;43.1;63229.957353365964;7.3;63471.685846529865;19.6;63745.076724095;11.8;66220.28426369933;34.5;66505.03990746629;22.6;66770.29290207411;7.9;1504828800;251
Reken-Groß Reken;32368382.28;5741830.34;59;13.8;15640.464736348225;24.6;17326.960168367892;20.9;21756.75075704788;20.2;26267.650909864453;25.6;29996.744327424112;18.5;31708.84052847122;14.1;32320.465166939946;23.6;33647.16939979501;14.6;36389.87539448341;11.4;37327.388452217776;11.1;37934.04540262412;17.4;38092.367386740916;11.9;39048.093306056566;35.1;43129.48099433409;14.8;46060.55259738809;18.4;46146.212515027764;29.9;46347.16660328253;34.5;49544.06983597088;10.2;51434.96643934165;13.7;52986.54099617722;43.1;54974.923055490515;19.8;56027.09970534285;38.2;56770.234695463674;12.5;60917.525389668655;14.5;61016.65708665701;22.6;61573.275915793485;27.0;63641.182874613085;15.4;65215.20918285425;37.2;67854.57413341128;36.1;68286.00677603156;8.8;68905.83752885589;9.0;69498.79558214157;6.2;71763.57921785524;13.3;72616.31883063506;12.2;73396.73271198141;17.2;73740.78234743401;23.5;73939.57658880245;43.7;74706.90158276522;32.9;75358.06467074911;19.2;75712.94651340961;32.3;76121.91503108853;14.8;76761.55067261803;37.3;76789.82147431085;11.1;78380.28076731981;14.8;79108.0317211513;10.6;79194.03760076968;18.7;79935.82295564677;30.9;81055.69597845517;10.4;81144.11091138945;21.6;84002.94737528263;14.8;1504828800;251
Rheinbach;32354646.44;5610073.45;180;7.9;7256.069035784446;10.9;14628.722594492368;9.9;15555.611793385966;11.0;19364.91594501717;7.0;21411.28246535461;14.8;28044.818476240565;17.2;30517.876083084804;13.5;30637.37255334425;16.7;32662.658630641574;16.4;33788.390328613066;12.4;36063.40910885515;18.0;37261.4399915664;11.5;38835.35853832194;26.2;40663.90683416865;25.7;42315.297860245184;19.6;44513.780215214894;22.9;44820.39350736557;15.6;45994.25359697382;20.9;47599.00583228951;17.1;48919.97361607053;10.2;52868.15107330149;12.1;52899.007203260095;30.9;53459.378961954884;29.7;54495.66764691764;8.7;55058.13339425494;18.7;58308.89275879992;32.9;60239.192914293126;25.3;60594.12781604992;27.9;60862.46180338411;43.7;64868.91031726303;37.3;66034.06245054519;31.5;66770.29290207411;25.6;67812.36038087423;37.2;68768.55445205838;32.3;69779.99097600579;23.7;70704.00958787491;34.8;72550.79217771032;27.7;75214.13823758521;26.7;75725.59869645424;27.0;78462.33009778062;10.6;78549.08482845638;36.1;79593.57690350457;43.1;81959.99974368246;17.2;82379.68008758305;24.6;83567.84575233216;38.2;84677.62196760558;7.3;84678.20657340814;23.5;85469.74599637599;23.8;86481.19900987897;26.6;86742.32056919456;29.9;1504828800;251
Rüthen;32460723.49;5705202.81;370;3.7;13693.031242708095;7.3;15485.701693348701;11.8;17584.600901590293;5.7;18353.079557153047;10.4;20931.256330101867;10.7;23998.361989777797;11.8;24266.458802755;6.0;24426.002168661547;1.8;25711.628054039014;14.8;25762.610297830586;12.4;31347.060182048965;21.6;31896.257418874964;12.2;33183.65659293585;24.2;33647.03719215672;10.4;34944.94354906633;3.5;35386.787194612385;17.9;37259.38994470179;13.3;38915.49058834116;22.6;38918.37289159385;23.3;41372.06523311155;14.3;42518.58809793471;4.3;42617.932544432864;13.5;46427.755976790206;14.8;47041.23470795244;1.5;49064.71329470777;13.4;50458.39523011947;22.1;50546.314500962995;21.1;53581.67103563723;12.8;54334.14310058416;27.0;54618.92589565268;22.4;55032.116932597724;34.5;55104.829619449454;27.1;55437.97486178599;18.4;55459.16419840926;10.6;55928.28015029033;1.9;56219.65022933568;4.2;56709.21128292513;14.9;57225.71276520017;17.0;57415.07898139126;23.8;57920.10539948253;11.3;60216.346730236386;11.1;61798.73609892815;23.5;63948.73241869549;14.2;65699.82458816112;24.6;68015.43179773906;10.5;68285.52748639775;11.2;68859.60984752017;20.9;69709.43284056745;12.5;70072.2736061474;18.5;70976.76851866607;10.1;1504828800;251
Salzkotten;32470953.12;5728845.78;93;12.4;8252.044133425099;24.2;15351.438697659443;11.8;19775.98807492333;13.5;22456.616432473253;21.6;23125.571806776534;1.8;24583.84912958253;3.5;25553.47872444893;22.1;25762.610297830586;3.7;28881.691454359086;27.0;29378.857326295423;27.1;33204.06623581594;10.4;33259.51786520661;5.7;34087.91271219836;4.3;36424.940759655554;14.9;37764.90075996623;7.3;38139.56893894411;11.3;38630.46725717375;6.0;39018.48288542958;10.6;41061.27511251629;4.2;41100.513512743535;14.2;43119.74365751998;14.8;43256.46172900951;20.9;43383.9968578327;1.5;44212.1825799233;11.1;45442.66592361287;17.4;46518.50536294704;10.7;47859.56332078298;1.9;48004.64996472149;11.8;49116.91295308001;12.5;49882.534769978585;12.2;50113.95125553462;22.6;50763.41514240495;10.1;56436.76770365414;13.3;57354.427679157314;18.4;59077.118241404925;5.7;59227.26399153211;17.9;59393.26857545013;10.4;60133.54009153745;12.5;60953.01843367709;14.3;63615.815404282555;23.3;65547.97328197287;34.5;66899.91212105022;15.4;68615.81032371249;14.8;70826.21417953973;7.7;73487.07030259773;18.5;74291.35793227183;21.1;74470.249912396;13.4;76911.77201475855;19.8;77975.2547846952;12.8;80015.59464930919;22.4;1504828800;251
Salzuflen, Bad;32483021.08;5772656.72;135;17.4;12549.876096112173;20.9;16515.995226386698;12.5;16773.813822561195;27.0;17820.09998256195;27.1;20579.50878574818;14.2;21327.455932334255;22.1;27738.29876268707;7.7;30039.45330979035;14.9;35795.447584369635;6.0;35943.92727591147;13.5;37898.11814754241;24.2;39593.41974662381;12.3;39889.72286988188;10.6;41647.4390411292;11.3;41933.02976606672;11.1;44371.876749845986;10.1;45442.66592361287;12.4;51116.5686795211;21.6;53046.64580070166;4.2;55332.993158824596;3.5;57842.545364271835;11.8;58143.568630062786;5.7;60442.16089995741;15.4;60736.99977640474;4.3;62476.495993975186;1.8;62623.630687310186;12.5;63826.46820046992;19.2;68231.68999547744;1.9;71044.12515540053;3.7;71211.96916986171;1.5;72327.66623202364;19.8;73713.78344519652;10.4;77086.67027754117;5.7;77204.06586354155;14.5;78736.02350955331;18.4;81214.25827643782;6.0;81669.16289398678;13.7;81938.23395963013;7.3;82941.57213289585;14.8;83620.0681351538;22.6;86853.08011752517;17.4;89055.24494136301;12.2;91417.48941271073;10.7;92716.19747628196;18.5;93285.73413932088;11.8;95164.41383453275;34.5;95749.44821490046;13.3;96642.16037042244;11.9;104145.2836354947;14.3;104354.74602089194;17.9;1504828800;251
Sassendorf, Bad-Beusingsen;32443192.17;5710629.48;171;10.4;9917.311263575692;14.8;13805.547996818888;7.3;16682.505750684813;12.2;17852.831451186637;11.8;18353.079557153047;3.7;20622.80645204627;22.6;23248.386418472623;13.3;23687.28334176392;10.7;24460.906700032247;21.6;33204.06623581594;12.4;34534.479500873575;23.3;35644.277838586226;5.7;35721.754880197856;11.8;36161.642387412096;14.8;36835.59340444664;34.5;37323.02357970099;10.4;37672.37023366702;24.2;38034.00614756581;18.4;41442.80228810204;1.8;42146.20960556111;6.0;43017.677171547344;21.1;45786.01151220829;17.9;46784.095169258064;13.4;48022.09003417032;10.6;50064.499124679845;23.5;50525.61716129198;3.5;51917.21262514934;11.1;52021.479217937995;18.5;52153.73523898387;23.8;52367.15315209367;14.9;52399.56462577947;22.1;52849.771935248566;13.5;54097.62785795501;23.6;55852.863477225925;14.3;56455.850733684034;12.5;57271.860896143866;27.0;59068.638883402265;4.3;59268.90699822295;22.4;59517.416835113065;36.1;59872.19388533253;20.2;60568.50250157357;27.1;61392.10277068715;12.8;61672.118575703724;14.2;62910.566740397;38.2;63470.89609143957;34.8;63644.07982680733;35.1;63661.363008237175;17.0;64060.29152914124;24.6;64741.972669364884;1.5;67610.18967160044;32.3;1504828800;251
Schmallenberg-Sellinghausen;32448815.47;5673733.51;443;10.4;13993.244724770193;10.7;15911.021738607364;23.3;15923.221590445957;17.9;16750.714321786065;11.8;18492.570043775628;13.4;22034.13390780954;22.4;24378.30519571497;7.3;24841.831489093838;12.8;26433.00064776751;17.0;27562.381746321866;21.1;29158.330210942182;23.8;30207.543638350184;14.8;31539.395166999053;14.3;33013.78226235931;24.6;33647.03719215672;3.7;33707.69293294603;13.3;34197.984983716364;14.8;34399.60953139489;12.2;34828.092263404535;5.7;35428.94871708258;11.2;36517.67963334212;6.0;36975.34745849184;10.5;37323.02357970099;10.4;42425.45851742575;27.7;43771.19580103689;23.5;44234.69386727081;10.6;46681.78057300211;34.8;47020.02326267447;25.6;47641.09355720789;11.8;48289.082851494815;22.6;51115.31103069856;1.8;51794.424011718096;7.3;54703.382711587736;27.9;56005.06459638212;36.1;59226.25256836634;32.3;59393.26857545013;12.4;59503.02478221071;34.5;59934.63757931697;25.3;60614.522284722145;21.6;62824.219882932404;3.5;63497.27033373638;37.3;65976.57404358522;38.2;66780.9775683732;24.2;67140.55397768093;1.5;67391.53597113371;4.3;67460.65493954923;17.1;70433.50651291513;18.4;73629.16205380701;23.6;74716.04430033533;22.9;74950.10416772035;26.2;1504828800;251
Selfkant-Havert;32283178.75;5658769.95;46;26.6;13827.06838899022;26.7;29711.391609960683;31.5;32888.03771491801;8.7;33400.181810860515;23.7;35474.749152659824;14.8;37903.91161906319;10.2;42899.92365192377;12.1;46733.02599863451;17.2;52211.76951592408;15.6;54551.411344420056;11.5;55858.59172969549;8.8;61560.86742195304;29.7;62292.73008554069;19.6;65934.87198120728;17.2;66673.78269665132;27.0;66692.08212420554;18.7;72073.03925243462;9.9;73128.76621723399;6.2;74113.42492670631;16.4;75336.1311471029;25.7;76169.40596570476;14.8;77860.69017243774;20.9;80733.29454269278;10.2;81267.83042479285;11.0;81366.5760080214;9.0;81775.82153872098;30.9;82983.2257863979;43.1;83766.28312650087;18.0;83836.150463655;32.9;84471.13167557737;29.9;85534.76069928537;14.6;86379.1322526095;37.2;86481.19900987897;7.9;86676.2915527906;11.1;88116.36203053387;10.9;89339.74901075695;11.4;89990.81977159179;16.7;90474.44135035644;43.7;93527.09602269712;13.5;96386.37534298633;22.9;96624.94270838342;14.8;100430.30637509996;25.6;101845.43488365918;7.0;102826.77181418537;37.3;105211.52629571594;26.2;105432.39830013273;38.2;106937.22666401256;35.1;107093.85548280238;32.3;107765.75675890564;25.3;110373.02249512136;12.4;1504828800;251
Siegen (Kläranlage);32429370.91;5634002.27;229;10.6;14067.424888906982;27.7;14180.365385366667;7.3;14637.400081934165;24.6;17906.659146677528;11.2;19827.197475652432;27.9;26074.85897726304;25.6;26427.090810519483;10.5;26936.82864895776;22.4;29880.115938839546;17.0;30134.150846773882;23.8;31243.02027730372;13.4;31450.600644544247;17.1;35460.7971857115;12.8;36852.078800659816;34.8;40446.78073647544;21.1;43707.39205586319;23.3;43985.527206965126;26.2;44234.69386727081;10.4;44675.59494263167;12.4;45385.8455521207;25.3;49750.40335364211;14.8;50148.2766168661;23.5;50154.46505622452;17.9;52227.24197284305;22.9;52987.27769463277;32.3;54783.246257261366;37.3;57265.99471556026;10.7;57541.09595291653;36.1;58150.17462429787;14.8;58525.00541380013;11.8;59078.04429713706;16.7;59550.48024896341;7.0;61237.56463206661;14.3;63154.300802667625;13.3;65702.90668838407;43.7;67049.33971111303;7.3;67852.83700160348;12.2;70283.68067940339;30.9;70367.03095952353;38.2;70987.27651455441;32.9;71243.11278721713;14.8;72090.19383016693;10.9;73206.08188891652;25.7;74968.42918702612;37.2;77079.69542343119;6.0;77310.39730459121;5.7;77797.95016546319;3.7;77863.72649939048;10.4;78462.33009778062;7.9;80755.39384983914;22.6;1504828800;251
