mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;split3_train_score;split4_train_score;mean_train_score;std_train_score
1008.1792013168335;11.869853593985512;1.728122615814209;0.2503092510641242;10;53;100;{'max_depth': 10, 'max_features': 53, 'n_estimators': 100};0.8490341617934828;0.8409181414338363;0.8154269147196325;0.8499932502185858;0.8635866518237761;0.8437918239978627;0.01594114883710103;10;0.89253466571589;0.8989094601731625;0.9001881862556808;0.8952760781696554;0.8934070943190949;0.8960630969266967;0.003008046571708843
1275.5827606201171;8.274274503091064;1.6500064849853515;0.18739027170944034;10;70;100;{'max_depth': 10, 'max_features': 70, 'n_estimators': 100};0.8500031915241022;0.839361196725956;0.8153381410682282;0.8490770064779928;0.8614087986869292;0.8430376668966416;0.015513031961583993;11;0.8927140563698628;0.8992289388316688;0.8997748740783037;0.8951087790456131;0.8935613982103185;0.8960776093071534;0.0029046198815520993
1574.5249921798707;7.099270775343413;1.5687536716461181;0.23770358561639085;10;87;100;{'max_depth': 10, 'max_features': 87, 'n_estimators': 100};0.8518536455114334;0.8384371936420638;0.8133340076335116;0.8481204304149979;0.8599148350247251;0.8423320224453463;0.016058498219146098;15;0.8924515572883593;0.8984742995118195;0.8995129929847768;0.8947903265219719;0.8929125918502321;0.8956283536314318;0.002876091700673873
1888.6435665607453;14.252742322263677;1.3437544345855712;0.06011378595219764;10;;100;{'max_depth': 10, 'max_features': None, 'n_estimators': 100};0.848412342109375;0.8359724920864333;0.8091084781609431;0.8472110605312426;0.8578628093903147;0.8397134364556618;0.016804423234774678;16;0.8911732308743726;0.8973100128454052;0.8981971573026608;0.8937669573454003;0.8920265160432052;0.8944947748822087;0.0028031366372652097
1456.4138595104218;10.58869467030061;2.621886968612671;0.305445331861598;15;53;100;{'max_depth': 15, 'max_features': 53, 'n_estimators': 100};0.8481813198711093;0.8447979108209042;0.8175282572209578;0.8529124946723327;0.8650828693419581;0.8457005703854524;0.015673758362929228;2;0.9418905011472901;0.9455198280957784;0.9461522227959394;0.9438165690646767;0.9424137427684816;0.9439585727744333;0.0016693234348771394
1904.0138409137726;7.831969809639564;4.534377574920654;2.8495716052238396;15;70;100;{'max_depth': 15, 'max_features': 70, 'n_estimators': 100};0.850221175751047;0.8444020263373335;0.8153405107691447;0.8530303764333507;0.8636645881285483;0.8453317354838848;0.016245658519574414;5;0.9418807502106309;0.9451443780536396;0.945463187040056;0.943300427845288;0.9414121010076367;0.9434401688314502;0.0016468943391429417
2362.777028465271;14.288769042244947;3.592014122009277;0.9171350621590655;15;87;100;{'max_depth': 15, 'max_features': 87, 'n_estimators': 100};0.8522256066697234;0.8429713583178359;0.8138197090694343;0.854171230301259;0.8615178173877328;0.8449411443491971;0.01664612722461258;7;0.9414946970029742;0.9448687499356903;0.9447967163402218;0.9427131234540054;0.9413006878421395;0.9430347949150063;0.0015459792737394706
2801.3245499134064;23.184998998074423;4.706251859664917;1.2790880190641853;15;;100;{'max_depth': 15, 'max_features': None, 'n_estimators': 100};0.8505422016368408;0.8405804560390996;0.8092108839611725;0.8519810816435083;0.8611452164583587;0.8426919679477961;0.017965954749341737;13;0.9408791253221068;0.94405779664613;0.9443972779442872;0.9416540045449714;0.9404911991783956;0.9422958807271782;0.001624579599350472
2353.433672618866;15.474756225665082;19.99687361717224;1.889200434296609;25;53;100;{'max_depth': 25, 'max_features': 53, 'n_estimators': 100};0.851201202992278;0.8462228735618053;0.8170338936764093;0.8535932050902222;0.8650739396170116;0.8466250229875454;0.016035312083784177;1;0.9767330700075612;0.9776190079086121;0.9785424948350709;0.977057686924807;0.9764068575984709;0.9772718234549045;0.0007509218953543431
3061.386468553543;7.658880425702911;30.86875295639038;10.629159301292827;25;70;100;{'max_depth': 25, 'max_features': 70, 'n_estimators': 100};0.8505376014720669;0.8452117220522029;0.8146260808154014;0.8538130747639627;0.8626653214795579;0.8453707601166384;0.016384940508736845;4;0.9762918689625847;0.9773611059676759;0.9780399237880075;0.9764457327604839;0.9764896061762239;0.9769256475309952;0.0006713212570476211
3784.0675797939302;21.477521261200387;26.49062638282776;6.313681892663305;25;87;100;{'max_depth': 25, 'max_features': 87, 'n_estimators': 100};0.8486400807973862;0.8441009955783234;0.8137015884078121;0.8546313156481309;0.8617299839023531;0.8445607928668011;0.01652476355844981;8;0.9762648897916064;0.9775702481275161;0.9779641757060998;0.9761550577883248;0.9761132365119343;0.9768135215850963;0.0007901405655154457
4533.772479295731;15.050351430821367;21.831249809265138;3.917405497658712;25;;100;{'max_depth': 25, 'max_features': None, 'n_estimators': 100};0.8482633320863979;0.8425090020990742;0.8104679459807773;0.852180648722602;0.8592272405025194;0.8425296338782743;0.016927963292446765;14;0.9758039447598226;0.9770421186166115;0.9776084043144094;0.9759567509639879;0.9759948509896378;0.9764812139288939;0.0007149092350105152
3040.0792146205904;12.476408265936621;59.396873807907106;19.2856110254982;;53;100;{'max_depth': None, 'max_features': 53, 'n_estimators': 100};0.8453293426256132;0.8469021468625549;0.8162135159793438;0.8531911575959067;0.8646550502678545;0.8452582426662547;0.016034156722090284;6;0.9787733620368679;0.9797943628442313;0.9804790620100656;0.9790011944125562;0.9789064038518118;0.9793908770311066;0.0006503597346993156
